,ID,name1,ChEBI,shortname,isLipid,Abbreviation,FixedChain
80,R-ALL-29372,hydrogenphosphate,43474,Pi [cytosol],,,
81,R-ALL-110614,CTP,17677,CTP [cytosol],,,
82,R-ALL-111294,diphosphoric acid,29888,PPi [cytosol],,,
83,R-ALL-1524101,phosphatidic acid,16337,PA [mitochondrial inner membrane],,PA,
84,R-ALL-110577,CTP,17677,CTP [mitochondrial matrix],,,
85,R-ALL-159450,diphosphoric acid,29888,PPi [mitochondrial matrix],,,
86,R-ALL-194127,chenodeoxycholic acid,16755,CDCA [cytosol],,,
87,R-ALL-193473,cholic acid,16359,CCA [cytosol],,,
88,R-ALL-194126,chenodeoxycholoyl-CoA,28701,chenodeoxycholoyl-CoA [cytosol],,,
89,R-ALL-194122,choloyl-CoA,15519,choloyl-CoA [cytosol],,,
90,R-ALL-76577,adenosine 5'-monophosphate,16027,AMP [cytosol],,,
91,R-ALL-109276,water,15377,H2O [extracellular region],,,
92,R-ALL-1602402,phosphatidylglycerol,17517,PG [plasma membrane],,PG,
93,R-ALL-1602415,1-acyl-sn-glycero-3-phosphoglycerol,62747,1-acyl LPG [plasma membrane],,LPG,
94,R-ALL-1602366,long-chain fatty acid anion,57560,LCFA(-) [plasma membrane],,NEFA,
95,R-ALL-33625,phosphatidyl-L-serine,18303,PS [plasma membrane],,PS,
96,R-ALL-1602419,1-acyl-sn-glycero-3-phosphoserine,52603,1-acyl LPS [plasma membrane],,LPS,
97,R-ALL-426658,1-phosphatidyl-1D-myo-inositol,16749,PI [plasma membrane],,PI,
98,R-ALL-1602420,1-acyl-sn-glycero-3-phospho-D-myo-inositol,28914,1-acyl LPI [plasma membrane],,LPI,
99,R-ALL-1602375,phosphatidylethanolamine,16038,PE [plasma membrane],,PE,
100,R-ALL-1602372,1-acyl-sn-glycero-3-phosphoethanolamine,29017,1-acyl LPE [plasma membrane],,LPE,
101,R-ALL-429802,"1,2-diacyl-sn-glycero-3-phosphocholine(1+)",16110,PC [plasma membrane],,PC,
102,R-ALL-1602390,1-O-acyl-sn-glycero-3-phosphocholine(1+),17504,1-acyl LPC [plasma membrane],,LPC,
103,R-ALL-1602448,phosphatidic acid,16337,PA [plasma membrane],,PA,
104,R-ALL-1602447,1-acyl-sn-glycerol 3-phosphate,16975,1-acyl LPA [plasma membrane],,LPA,
105,R-ALL-1605715,water,15377,H2O [lysosomal lumen],,,
106,R-BTA-1605614,GM2A [lysosomal lumen],UniProtE1BI28,GM2A,,,
107,R-ALL-1605691,beta-D-GalNAc-(1->4)-[alpha-Neu5Ac-(2->3)]-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer,51013,GM2 [lysosomal lumen],,GM2,
108,R-ALL-1605658,N-acetyl-D-galactosamine,28037,GalNAc [lysosomal lumen],,,
109,R-ALL-1605641,alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide,15681,GM3 [lysosomal lumen],,GM3,
110,R-ALL-1605608,globoside,61360,Globoside [lysosomal lumen],,,
111,R-ALL-1605716,alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide,18313,Gb3Cer [lysosomal lumen],,Hex3Cer,
112,R-ALL-1605610,beta-D-GalNAc-(1->4)-[alpha-Neu5Ac-(2->3)]-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer,51013,GM2 [lysosomal membrane],,GM2,
113,R-ALL-1605590,alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide,15681,GM3 [cytosol],,GM3,
114,R-ALL-428633,N-acetylneuraminic acid,17012,Neu5Ac [cytosol],,,
115,R-ALL-1605647,beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-N-acylsphingosine,17950,LacCer [cytosol],,Hex2Cer,
116,R-ALL-1605601,beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-N-acylsphingosine,17950,LacCer [lysosomal lumen],,Hex2Cer,
117,R-ALL-428639,N-acetylneuraminic acid,17012,Neu5Ac [lysosomal lumen],,,
118,R-ALL-1605637,alpha-D-galactose,28061,Gal [lysosomal lumen],,,
119,R-ALL-1605649,alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide,15681,GM3 [plasma membrane],,GM3,
120,R-ALL-1605618,beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-N-acylsphingosine,17950,LacCer [plasma membrane],,Hex2Cer,
121,R-ALL-1605713,sphingomyelin d18:1,17636,SPHM [lysosomal lumen],,SM,18:1
122,R-ALL-1605750,phosphocholine,18132,ChoP [lysosomal lumen],,,
123,R-ALL-1605673,N-acylsphingosine,52639,CERA [lysosomal lumen],,Cer,
124,R-ALL-429776,sphingomyelin d18:1,17636,SPHM [plasma membrane],,SM,18:1
125,R-ALL-429807,ceramide,17761,CERA [plasma membrane],,Cer,
126,R-ALL-1610735,phosphocholine,18132,ChoP [plasma membrane],,,
127,R-ALL-1606609,sphingosine,16393,SPG [plasma membrane],,LCB,
128,R-ALL-1861754,carboxylic acid,33575,RCOOH [cytosol],,,
129,R-ALL-1609648,dehydroepiandrosterone sulfate,16814,DHEA-SO4 [endoplasmic reticulum lumen],,ACoA,
130,R-ALL-1609650,dehydroepiandrosterone,28689,DHEA [endoplasmic reticulum lumen],,ACoA,
131,R-ALL-1609649,sulfate,16189,SO4(2-) [endoplasmic reticulum lumen],,,
132,R-ALL-194653,NAD(1-),57540,NAD+ [endoplasmic reticulum lumen],,,
133,R-BTA-1609671,ARSI [endoplasmic reticulum lumen],UniProtE1BIN3,ARSI,0.0,,
134,R-BTA-1614315,ARSD [endoplasmic reticulum lumen],UniProtA0A3Q1LGQ6,ARSD,0.0,,
135,R-BTA-1609681,ARSH [endoplasmic reticulum lumen],UniProtG3N2T7,ARSH,0.0,,
136,R-BTA-1614331,ARSB [endoplasmic reticulum lumen],UniProtA6QLZ3,ARSB,0.0,,
137,R-BTA-1614318,STS [endoplasmic reticulum lumen],UniProtA0A3Q1LZ44,STS,0.0,,
138,R-BTA-1609684,ARSK [endoplasmic reticulum lumen],UniProtQ148F3,ARSK,0.0,,
139,R-BTA-1614361,ARSG [endoplasmic reticulum lumen],UniProtF1N665,ARSG,0.0,,
140,R-BTA-1609674,ARSJ [endoplasmic reticulum lumen],UniProtE1BKH3,ARSJ,0.0,,
141,R-BTA-1614365,ARSL [endoplasmic reticulum lumen],UniProtA5D7J7,ARSL,0.0,,
142,R-ALL-1663154,hydrogen sulfide,16136,H2S [endoplasmic reticulum lumen],,,
143,R-ALL-194697,NADH(2-),57945,NADH [endoplasmic reticulum lumen],,,
144,R-BTA-1614319,ARSJ [endoplasmic reticulum lumen],UniProtE1BKH3,ARSJ,0.0,,
145,R-BTA-1614360,ARSI [endoplasmic reticulum lumen],UniProtE1BIN3,ARSI,0.0,,
146,R-BTA-1614325,ARSB [endoplasmic reticulum lumen],UniProtA6QLZ3,ARSB,0.0,,
147,R-BTA-1614311,ARSH [endoplasmic reticulum lumen],UniProtG3N2T7,ARSH,0.0,,
148,R-BTA-1614304,ARSG [endoplasmic reticulum lumen],UniProtF1N665,ARSG,0.0,,
149,R-BTA-1614333,STS [endoplasmic reticulum lumen],UniProtA0A3Q1LZ44,STS,0.0,,
150,R-BTA-1614364,ARSK [endoplasmic reticulum lumen],UniProtQ148F3,ARSK,0.0,,
151,R-BTA-1614351,ARSL [endoplasmic reticulum lumen],UniProtA5D7J7,ARSL,0.0,,
152,R-BTA-1614317,ARSD [endoplasmic reticulum lumen],UniProtA0A3Q1LGQ6,ARSD,0.0,,
153,R-ALL-744227,UDP-D-glucose,18066,UDP-Glc [Golgi lumen],,,
154,R-ALL-428270,ceramide,17761,CERA [Golgi membrane],,Cer,
155,R-ALL-1660674,D-glucosyl-N-acylsphingosine,18368,Glucosylceramide [Golgi lumen],,HexCer,
156,R-ALL-205687,UDP,17659,UDP [Golgi lumen],,,
157,R-ALL-1638840,N-acylsphingosine 1-phosphate,16197,C1P [plasma membrane],,CerP,
158,R-BTA-1655764,SREBF1-1(1-490) [cytosol],UniProtA0A3Q1M285,-,0.0,,
159,R-BTA-1655723,SREBF2(1-484) [cytosol],UniProtF1ML06,-,0.0,,
160,R-BTA-1655721,SREBF1-3 [cytosol],UniProtA0A3Q1M285,-,0.0,,
161,R-BTA-180733,KPNB1 [cytosol],UniProtE1BFV0,KPNB1,0.0,,
162,R-BTA-180714,KPNB1 [nucleoplasm],UniProtE1BFV0,KPNB1,0.0,,
163,R-BTA-1655716,SREBF1-3 [nucleoplasm],UniProtA0A3Q1M285,-,0.0,,
164,R-BTA-1655755,SREBF1-1(1-490) [nucleoplasm],UniProtA0A3Q1M285,-,0.0,,
165,R-BTA-1655745,SREBF2(1-484) [nucleoplasm],UniProtF1ML06,-,0.0,,
166,R-ALL-202247,"1-phosphatidyl-1D-myo-inositol 3,4-bisphosphate",16152,"PI(3,4)P2 [plasma membrane]",,PIP2,
167,R-ALL-179838,"1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate",16618,"PI(3,4,5)P3 [plasma membrane]",,PIP3,
168,R-ALL-1806240,1-phosphatidyl-1D-myo-inositol 5-phosphate,16500,PI5P [plasma membrane],,PIP,
169,R-ALL-179856,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate",18348,"PI(4,5)P2 [plasma membrane]",,PIP2,
170,R-ALL-392417,1-phosphatidyl-1D-myo-inositol 4-phosphate,17526,PI4P [plasma membrane],,PIP,
171,R-ALL-1806198,1-phosphatidyl-1D-myo-inositol 3-phosphate,17283,PI3P [late endosome membrane],,PIP,
172,R-ALL-1806195,1-phosphatidyl-1D-myo-inositol,16749,PI [late endosome membrane],,PI,
173,R-ALL-1806234,1-phosphatidyl-1D-myo-inositol 4-phosphate,17526,PI4P [endoplasmic reticulum membrane],,PIP,
174,R-ALL-1806165,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate",18348,"PI(4,5)P2 [Golgi membrane]",,PIP2,
175,R-ALL-1806217,1-phosphatidyl-1D-myo-inositol 4-phosphate,17526,PI4P [Golgi membrane],,PIP,
176,R-ALL-1806230,"1-phosphatidyl-1D-myo-inositol 3,4-bisphosphate",16152,"PI(3,4)P2 [Golgi membrane]",,PIP2,
177,R-ALL-1806199,1-phosphatidyl-1D-myo-inositol,16749,PI [early endosome membrane],,PI,
178,R-ALL-1806200,1-phosphatidyl-1D-myo-inositol 3-phosphate,17283,PI3P [early endosome membrane],,PIP,
179,R-ALL-1524146,1-phosphatidyl-1D-myo-inositol,16749,PI [Golgi membrane],,PI,
180,R-ALL-1806159,1-phosphatidyl-1D-myo-inositol 3-phosphate,17283,PI3P [Golgi membrane],,PIP,
181,R-ALL-1806180,1-phosphatidyl-1D-myo-inositol 4-phosphate,17526,PI4P [early endosome membrane],,PIP,
182,R-ALL-1806276,1-phosphatidyl-1D-myo-inositol 3-phosphate,17283,PI3P [plasma membrane],,PIP,
183,R-ALL-1806289,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate",16851,"PI(3,5)P2 [late endosome membrane]",,PIP2,
184,R-ALL-1806212,1-phosphatidyl-1D-myo-inositol 5-phosphate,16500,PI5P [late endosome membrane],,PIP,
185,R-ALL-1806205,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate",16851,"PI(3,5)P2 [early endosome membrane]",,PIP2,
186,R-ALL-1806259,1-phosphatidyl-1D-myo-inositol 5-phosphate,16500,PI5P [early endosome membrane],,PIP,
187,R-ALL-1806224,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate",16851,"PI(3,5)P2 [plasma membrane]",,PIP2,
188,R-ALL-1806238,"1-phosphatidyl-1D-myo-inositol 3,4-bisphosphate",16152,"PI(3,4)P2 [early endosome membrane]",,PIP2,
189,R-ALL-70106,hydron,15378,H+ [cytosol],,,
190,R-ALL-29368,dioxygen,15379,O2 [cytosol],,,
191,R-ALL-191269,squalene,15440,SQNE [cytosol],,,
192,R-ALL-29364,NADPH,16474,NADPH [cytosol],,,
193,R-ALL-191309,"(S)-2,3-epoxysqualene",15441,SQOX [cytosol],,,
194,R-ALL-29366,NADP(+),18009,NADP+ [cytosol],,,
195,R-ALL-191409,geranyl diphosphate,17211,GPP [cytosol],,,
196,R-ALL-191362,isopentenyl diphosphate,16584,IPPP [cytosol],,,
197,R-ALL-191385,"2-trans,6-trans-farnesyl diphosphate",17407,FAPP [cytosol],,,
198,R-ALL-191324,prenyl diphosphate,16057,DMAPP [cytosol],,,
199,R-ALL-191374,(3S)-3-hydroxy-3-methylglutaryl-CoA,15467,bHMG-CoA [cytosol],,,
200,R-ALL-191424,(R)-mevalonic acid,17710,MVA [cytosol],,,
201,R-ALL-191265,presqualene diphosphate,15442,PSQPP [cytosol],,,
202,R-ALL-191403,(R)-5-diphosphomevalonic acid,15899,MVA5PP [cytosol],,,
203,R-ALL-113528,carbon dioxide,16526,CO2 [cytosol],,,
204,R-ALL-176617,26-hydroxycholesterol,17703,27HCHOL [endoplasmic reticulum membrane],,Cholesterol,
205,R-ALL-192194,"7alpha,26-dihydroxycholesterol",18431,"Cholest-5-ene-3beta,7alpha,27-triol [endoplasmic reticulum membrane]",1.0,Cholesterol,
206,R-ALL-113533,dioxygen,15379,O2 [mitochondrial matrix],,,
207,R-ALL-192078,"5beta-cholestane-3alpha,7alpha,12alpha-triol",16496,"5bCHOL3a,7a,12a-triol [mitochondrial matrix]",,Cholesterol,
208,R-ALL-113529,hydron,15378,H+ [mitochondrial matrix],,,
209,R-ALL-113600,NADPH,16474,NADPH [mitochondrial matrix],,,
210,R-ALL-192201,"5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol",17278,"5bCHOL3a,7a,12a,27-tetrol [mitochondrial matrix]",,Cholesterol,
211,R-ALL-113563,NADP(+),18009,NADP+ [mitochondrial matrix],,,
212,R-ALL-192136,7alpha-hydroxycholest-4-en-3-one,17899,4CHOL7aOLONE [endoplasmic reticulum membrane],,Cholesterol,
213,R-ALL-191980,7alpha-hydroxy-5beta-cholestan-3-one,2290,5beta-cholestan-7alpha-ol-3-one [cytosol],,Cholesterol,
214,R-ALL-192064,"7alpha,12alpha-dihydroxy-5beta-cholestan-3-one",2288,"5beta-cholesten-7alpha, 12alpha-diol-3-one [cytosol]",,Cholesterol,
215,R-ALL-192087,"5beta-cholestane-3alpha,7alpha,12alpha-triol",16496,"5beta-cholestan-3alpha,7alpha,12alpha-triol [cytosol]",,Cholesterol,
216,R-ALL-191968,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al",16466,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al [mitochondrial matrix]",,Cholesterol,
217,R-ALL-193384,cholesterol,16113,CHOL [endoplasmic reticulum membrane],,Cholesterol,
218,R-ALL-192114,7alpha-hydroxycholesterol,17500,7 alpha-hydroxycholesterol [endoplasmic reticulum membrane],,Cholesterol,
219,R-ALL-192161,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oic acid",18402,THCA [mitochondrial matrix],,NEFA,
220,R-ALL-192308,"(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA",37642,25(R) THCA-CoA [peroxisomal matrix],,ACoA,
221,R-ALL-192316,"(25S)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA",37643,25(S) THCA-CoA [peroxisomal matrix],,ACoA,
222,R-ALL-192060,(24S)-24-hydroxycholesterol,34310,24OH-CHOL [endoplasmic reticulum membrane],,Cholesterol,
223,R-ALL-192148,25-hydroxycholesterol,42977,25OH-CHOL [cytosol],,Cholesterol,
224,R-ALL-192184,"7alpha,25-dihydroxycholesterol",37623,"CHOL3b,7a,25TRIOL [cytosol]",,Cholesterol,
225,R-ALL-192195,"7alpha,12alpha-dihydroxycholest-4-en-3-one",28477,"4CHOL7a,12aDONE [endoplasmic reticulum membrane]",,Cholesterol,
226,R-ALL-29360,NAD(1-),57540,NAD+ [cytosol],,,
227,R-ALL-73473,NADH(2-),57945,NADH [cytosol],,,
228,R-ALL-193840,cholesterol,16113,CHOL [mitochondrial matrix],,Cholesterol,
229,R-ALL-193846,26-hydroxycholesterol,17703,27OH-CHOL [mitochondrial matrix],,Cholesterol,
230,R-ALL-192013,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oic acid",18402,THCA [cytosol],,NEFA,
231,R-ALL-192096,"(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA",37642,25(R) THCA-CoA [cytosol],,ACoA,
232,R-ALL-192030,"5beta-cholestane-3alpha,7alpha-diol",28047,"5beta-cholestan-3alpha,7alpha-diol [cytosol]",,Cholesterol,
233,R-ALL-192189,"(24S)-7alpha,24-dihydroxycholesterol",37640,"CHOL7a,24(S)DIOL [endoplasmic reticulum membrane]",,Cholesterol,
234,R-ALL-113535,dioxygen,15379,O2 [peroxisomal matrix],,,
235,R-ALL-113575,hydrogen peroxide,16240,H2O2 [peroxisomal matrix],,,
236,R-ALL-192342,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-en-26-oyl-CoA",27505,THCA-CoA [peroxisomal matrix],,ST,
237,R-ALL-196344,"pregn-5-ene-3,20-dione",63837,"pregn-5-ene-3,20-dione [cytosol]",,Cholesterol,
238,R-ALL-193055,progesterone,17026,P4 [cytosol],,Cholesterol,
239,R-ALL-176626,dehydroepiandrosterone,28689,DHEA [cytosol],,Cholesterol,
240,R-ALL-193079,"androst-4-ene-3,17-dione",16422,ANDST [cytosol],,Cholesterol,
241,R-ALL-193442,"3alpha,7alpha-dihydroxy-5beta-cholestan-26-oyl-CoA",15494,25(S) DHCA-CoA [peroxisomal matrix],,ACoA,
242,R-ALL-193459,"3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA",27393,"25(S) 3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA [peroxisomal matrix]",,ST,
243,R-ALL-141343,water,15377,H2O [peroxisomal matrix],,,
244,R-ALL-192356,choloyl-CoA,15519,choloyl-CoA [peroxisomal matrix],,,
245,R-ALL-193451,cholic acid,16359,cholate [peroxisomal matrix],,,
246,R-ALL-193514,coenzyme A,15346,CoA-SH [peroxisomal matrix],,,
247,R-ALL-193436,"5beta-cholestane-3alpha,7alpha-diol",28047,"5beta-cholestan-3alpha, 7alpha-diol [mitochondrial matrix]",,Cholesterol,
248,R-ALL-193387,"5beta-cholestane-3alpha,7alpha,26-triol",28540,"5beta-cholestan-3alpha,7alpha,26-triol [mitochondrial matrix]",,Cholesterol,
249,R-ALL-193505,"3alpha,7alpha-dihydroxy-5beta-cholestan-26-oic acid",16577,DHCA [cytosol],,Cholesterol,
250,R-ALL-193457,"3alpha,7alpha-dihydroxy-5beta-cholestan-26-oyl-CoA",15494,25(R) DHCA-CoA [cytosol],,ACoA,
251,R-ALL-193429,"3alpha,7alpha-dihydroxy-5beta-cholestan-26-oyl-CoA",15494,25(R) DHCA-CoA [peroxisomal matrix],,ACoA,
252,R-ALL-193435,"3alpha,7alpha-dihydroxy-5beta-cholestan-26-al",27428,"3alpha,7alpha-dihydroxy-5beta-cholestan-26-al [mitochondrial matrix]",,Cholesterol,
