,ID,name1,ChEBI,shortname,isLipid,Abbreviation,FixedChain
43,SLM:000000272,Glucosyl ceramide (iso-d17:1(4E)),CHEBI:70815,HexCer,1,HexCer,17:1
44,SLM:000000251,Ceramide (iso-d17:0),CHEBI:70845,Cer,1,Cer,17:0
45,SLM:000000003,15-methylhexadecasphing-4-enine,CHEBI:70771,LCB,1,LCB,
46,SLM:000000552,2-acyl-sn-glycero-3-phospho-1D-myo-inositol,CHEBI:64872,LPI,1,LPI,
47,SLM:000000239,"1,2-diacyl-sn-glycero-3-phosphoethanolamine",CHEBI:64612,PE,1,PE,
48,SLM:000000568,Ceramide phosphoethanolamine (d18:1(4E)),CHEBI:73203,EPC,1,EPC,
49,SLM:000000448,1-O-alkyl-sn-glycero-3-phosphocholine,CHEBI:30909,LPC O-,1,LPC O-,
50,SLM:000000470,Cholesterol esters,CHEBI:17002,CE,1,CE,
51,SLM:000000287,cholesterol,CHEBI:16113,Cholesterol,1,Cholesterol,
52,SLM:000000623,heptadecasphing-4-enine,CHEBI:74166,LCB,1,LCB,
53,SLM:000000419,(9Z)-octadecenoyl-CoA,CHEBI:57387,ACoA,0,ACoA,
54,SLM:000389270,1-O-decyl-(9Z)-octadecenoate,CHEBI:75620,,0,,
55,SLM:000117145,"1,3-diacyl-sn-glycerol",CHEBI:77272,DAG,1,DAG,
56,SLM:000000341,1-acyl-sn-glycerol,CHEBI:64683,MAG,1,MAG,
57,SLM:000000834,Ceramides and derivatives,CHEBI:17761,Cer,1,Cer,
58,SLM:000000506,"1,3-diacylglycerol",CHEBI:47777,DAG,1,DAG,
59,SLM:000117143,3-acyl-sn-glycerol,CHEBI:64760,MAG,1,MAG,
60,SLM:000001000,Sphingomyelin,CHEBI:64583,SM,1,SM,
61,SLM:000000353,triacyl-sn-glycerol,CHEBI:64615,TAG,1,TAG,
62,SLM:000000511,all-trans-retinol,CHEBI:17336,XXX,0,XXX,
63,SLM:000000496,1-hexadecanoylglycerone 3-phosphate,CHEBI:58303,LPA,1,LPA,
64,SLM:000389494,1-O-dodecylglycerone 3-phosphate,CHEBI:77466,LPA O-,1,LPA O-,
65,SLM:000000510,hexadecanoate,CHEBI:7896,NEFA,0,NEFA,
66,SLM:000000202,hexadecan-1-ol,CHEBI:16125,NEFA,0,NEFA,
67,SLM:000389491,1-hexadecylglycerone 3-phosphate,CHEBI:77429,LPA,1,LPA,
68,SLM:000000336,"1,2-diacyl-sn-glycero-3-phospho-L-serine",CHEBI:57262,PS,1,PS,
69,SLM:000043367,2-acyl-sn-glycero-3-phospho-L-serine,CHEBI:65214,LPS,1,LPS,
70,SLM:000000662,1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine,CHEBI:73007,PE,1,PE,"16:0,18:1"
71,SLM:000119399,1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycerol,CHEBI:75466,DAG,1,DAG,"16:0,18:1"
72,SLM:000399807,Ceramide phosphoethanolamine (d18:0),CHEBI:78655,EPC,1,EPC,18:0
73,SLM:000055211,"1,2-diacylglycero-3-phosphocholine",CHEBI:64482,PC,1,PC,
74,SLM:000000423,"1,2-diacylglycerol",CHEBI:49172,DAG,1,DAG,
75,SLM:000000567,Sphingomyelin (d18:1(4E)),CHEBI:17636,SM,1,SM,18:1
76,SLM:000000505,"1,2-dihexadecanoyl-sn-glycero-3-phosphocholine",CHEBI:72999,PC,1,PC,"16:0,16:0"
77,SLM:000118523,"1,2-dihexadecanoyl-sn-glycerol",CHEBI:82929,DAG,1,DAG,"16:0,16:0"
78,SLM:000399783,Glucosyl ceramide (d18:0),CHEBI:82919,HexCer,1,HexCer,18:0
79,SLM:000047888,1-O-(1Z-alkenyl)-2-acyl-sn-glycero-3-phosphocholine,CHEBI:77286,PC O-,1,PC O-,
80,SLM:000049329,1-O-(1Z-alkenyl)-sn-glycero-3-phosphocholine,CHEBI:77287,LPC O-,1,LPC O-,
81,SLM:000000383,hexadecanoyl-CoA,CHEBI:57379,ACoA,0,ACoA,
82,SLM:000389994,1-O-decanyl hexadecanoate,CHEBI:84063,NEFA,0,NEFA,
83,SLM:000389996,1-O-nonyl hexadecanoate,CHEBI:84062,NEFA,0,NEFA,
84,SLM:000001195,butyrate,CHEBI:17968,NEFA,0,NEFA,
85,SLM:000043286,2-acyl-sn-glycero-3-phosphoethanolamine,CHEBI:65213,LPE,1,LPE,
86,SLM:000000240,"1,2-diacyl-sn-glycero-3-phospho-(1'-sn-glycerol)",CHEBI:64716,PG,1,PG,
87,SLM:000000381,1-acyl-sn-glycero-3-phospho-(1'-sn-glycerol),CHEBI:64840,LPG,1,LPG,
88,SLM:000000352,1-acyl-sn-glycero-3-phosphocholine,CHEBI:58168,LPC,1,LPC,
89,SLM:000389215,Dilysocardiolipins,CHEBI:75137,DLCL,1,DLCL,
90,SLM:000399812,Sphingomyelin (d18:0),CHEBI:67090,SM,1,SM,18:0
91,SLM:000043205,2-acyl-sn-glycero-3-phosphate,CHEBI:64982,LPA,1,LPA,
92,SLM:000000412,sphing-4-enine,CHEBI:57756,LCB,1,LCB,
93,SLM:000000580,1-O-alkyl-2-acyl-sn-glycero-3-phosphate,CHEBI:73332,PA O-,1,PA O-,
94,SLM:000000451,1-O-alkyl-sn-glycero-3-phosphate,CHEBI:58014,LPA O-,1,LPA O-,
95,SLM:000117148,"1-O-alkyl-2,3-diacyl-sn-glycerol",CHEBI:76585,TAG O-,1,TAG O-,
96,SLM:000117147,1-O-alkyl-3-acyl-sn-glycerol,CHEBI:77274,DAG O-,1,DAG O-,
97,SLM:000000450,1-O-alkyl-sn-glycerol,CHEBI:15850,MAG O-,1,MAG O-,
98,SLM:000000573,1-O-alkyl-2-acyl-sn-glycerol,CHEBI:52595,DAG O-,1,DAG O-,
99,SLM:000000974,Sterol esters,CHEBI:35915,SE,1,SE,
100,SLM:000000449,acetate,CHEBI:30089,XXX,0,XXX,
101,SLM:000000297,acetyl-CoA,CHEBI:57288,XXX,0,XXX,
102,SLM:000000926,Galactosyl ceramide (d18:1(4E)),CHEBI:18390,HexCer,1,HexCer,18:1
103,SLM:000000903,Ceramide phosphate (d18:1(4E)),CHEBI:57674,CerP,1,CerP,18:1
104,SLM:000389802,Long chain primary fatty alcohols,CHEBI:77396,,0,,
105,SLM:000500463,Steroids and derivatives,CHEBI:35341,ST,1,ST,
106,SLM:000117131,1(3)-O-alkylglycerol,CHEBI:77997,MAG O-,1,MAG O-,
107,SLM:000117135,1-O-alkyl-3-acylglycerol,CHEBI:76225,DAG O-,1,DAG O-,
108,SLM:000000724,2-acyl-sn-glycero-3-phosphocholine,CHEBI:57875,LPC,1,LPC,
109,SLM:000000808,"1,2-dihexadecanoyl-sn-glycero-3-phosphate",CHEBI:72859,PA,1,PA,"16:0,16:0"
110,SLM:000748040,1-O-(1Z-alkenyl)-sn-glycero-3-phospho-N-acylethanolamine,CHEBI:140403,NALPE,1,NALPE,
111,SLM:000046428,1-O-(1Z-alkenyl)-sn-glycero-3-phosphate,CHEBI:77283,LPA O-,1,LPA O-,
112,SLM:000000392,Ceramide phosphoinositol,CHEBI:64916,IPC,1,IPC,
113,SLM:000000835,Ceramide phosphomannosylinositol,CHEBI:64997,MIPC,1,MIPC,
114,SLM:000501300,"(18R)-hydroxy-(5Z,8Z,11Z,14Z,16E)-eicosapentaenoate",CHEBI:90818,NEFA,0,NEFA,
115,SLM:000501299,"(15R)-hydroxy-(5Z,8Z,11Z,13E,17Z)-eicosapentaenoate",CHEBI:90819,NEFA,0,NEFA,
116,SLM:000501502,"(5S)-hydroperoxy-(18R)-hydroxy-(6E,8Z,11Z,14Z,16E)-eicosapentaenoate",CHEBI:132218,NEFA,0,NEFA,
117,SLM:000508818,18S-resolvin E1,CHEBI:136057,NEFA,0,NEFA,
118,SLM:000508819,Resolvin E2,CHEBI:133368,NEFA,0,NEFA,
119,SLM:000501481,"(5S)-hydroperoxy-(18S)-hydroxy-(6E,8Z,11Z,14Z,16E)-eicosapentaenoate",CHEBI:132091,NEFA,0,NEFA,
120,SLM:000012494,"1,2-ditetradecanoyl-sn-glycero-3-phosphocholine",CHEBI:45240,PC,1,PC,"14:0,14:0"
121,SLM:000000825,tetradecanoate,CHEBI:30807,NEFA,0,NEFA,
122,SLM:000000670,1-octadecanoyl-sn-glycero-3-phosphocholine,CHEBI:73858,LPC,1,LPC,18:0
123,SLM:000000719,dodecanoate,CHEBI:18262,NEFA,0,NEFA,
124,SLM:000000557,1-hexadecanoyl-2-octadecanoyl-sn-glycero-3-phosphocholine,CHEBI:73000,PC,1,PC,"16:0,18:0"
125,SLM:000000556,1-hexadecanoyl-sn-glycero-3-phosphocholine,CHEBI:72998,LPC,1,LPC,16:0
126,SLM:000013578,1-octadecanoyl-2-hexadecanoyl-sn-glycero-3-phosphocholine,CHEBI:75026,PC,1,PC,"16:0,18:0"
127,SLM:000014208,2-hexadecanoyl-sn-glycero-3-phosphocholine,CHEBI:76078,LPC,1,LPC,16:0
128,SLM:000390040,Prostaglandin I2,CHEBI:57403,NEFA,0,NEFA,
129,SLM:000389796,4-hydroxybutyrate,CHEBI:16724,NEFA,0,NEFA,
130,SLM:000500469,"(15S)-hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoate",CHEBI:57409,NEFA,0,NEFA,
131,SLM:000500470,"15-oxo-(5Z,8Z,11Z,13E)-eicosatetraenoate",CHEBI:57410,NEFA,0,NEFA,
132,SLM:000000407,"(9Z,12Z)-octadecadienoate",CHEBI:30245,NEFA,0,NEFA,
133,SLM:000000426,Prostaglandin H2,CHEBI:57405,NEFA,0,NEFA,
134,SLM:000501147,"13-hydroperoxy-(9Z,11E)-octadecadienoate",CHEBI:90823,NEFA,0,NEFA,
135,SLM:000389157,propionyl-CoA,CHEBI:57392,ACoA,0,ACoA,
136,SLM:000000934,"(9S)-hydroperoxy-(10E,12Z)-octadecadienoate",CHEBI:60955,NEFA,0,NEFA,
137,SLM:000000437,Prostaglandin F2,CHEBI:57404,NEFA,0,NEFA,
138,SLM:000000855,decanoate,CHEBI:27689,NEFA,0,NEFA,
139,SLM:000000970,Leukotriene A4,CHEBI:57463,NEFA,0,NEFA,
140,SLM:000000928,"(8Z,11Z,14Z)-eicosatrienoate",CHEBI:71589,NEFA,0,NEFA,
141,SLM:000001088,"(11Z,14Z)-eicosadienoate",CHEBI:77220,NEFA,0,NEFA,
142,SLM:000000414,tetracosanoate,CHEBI:31014,NEFA,0,NEFA,
143,SLM:000390170,12-phosphonooxy-(9Z)-octadecenoate,CHEBI:85141,NEFA,0,NEFA,
144,SLM:000390171,12-hydroxy-(9Z)-octadecenoate,CHEBI:85150,NEFA,0,NEFA,
145,SLM:000390172,12-phosphonooxy-(9E)-octadecenoate,CHEBI:85137,NEFA,0,NEFA,
146,SLM:000390173,12-hydroxy-(9E)-octadecenoate,CHEBI:85152,NEFA,0,NEFA,
147,SLM:000390154,12-hydroxyoctadecanoate,CHEBI:84201,NEFA,0,NEFA,
148,SLM:000399848,1-glyceryl-prostaglandin D2,CHEBI:85232,NEFA,0,NEFA,
149,SLM:000000427,Prostaglandin D2,CHEBI:57406,NEFA,0,NEFA,
150,SLM:000399849,"2-glyceryl-15-deoxy-Delta(12,14)-prostaglandin J2",CHEBI:85238,NEFA,0,NEFA,
151,SLM:000399850,"15-deoxy-Delta(12,14)-prostaglandin J2",CHEBI:85236,NEFA,0,NEFA,
152,SLM:000390181,N-dodecanoyl-ethanolamine,CHEBI:85263,NEFA,0,NEFA,
153,SLM:000000829,eicosanoate,CHEBI:32360,NEFA,0,NEFA,
154,SLM:000000827,docosanoate,CHEBI:23858,NEFA,0,NEFA,
155,SLM:000501075,1-glyceryl-prostaglandin E2,CHEBI:90230,NEFA,0,NEFA,
156,SLM:000000916,Prostaglandin E2,CHEBI:606564,NEFA,0,NEFA,
157,SLM:000501076,1-glyceryl-prostaglandin F2alpha,CHEBI:90233,NEFA,0,NEFA,
158,SLM:000389552,Pentanoate,CHEBI:31011,NEFA,0,NEFA,
159,SLM:000389595,Lipoxin A4,CHEBI:67026,NEFA,0,NEFA,
160,SLM:000501194,Lipoxin B4,CHEBI:67031,NEFA,0,NEFA,
161,SLM:000000969,"(5S)-hydroperoxy-(6E,8Z,11Z,14Z)-eicosatetraenoate",CHEBI:57450,NEFA,0,NEFA,
162,SLM:000501230,"(5S)-hydroxy-(6E,8Z,11Z,14Z)-eicosatetraenoate",CHEBI:90632,NEFA,0,NEFA,
163,SLM:000501293,"(5S)-hydroperoxy-(15S)-hydroxy-(6E,8Z,11Z,13E)-eicosatetraenoate",CHEBI:131564,NEFA,0,NEFA,
164,SLM:000501320,Hydroperoxyeicosatetraenoates,CHEBI:59720,NEFA,0,NEFA,
165,SLM:000501313,Oxo-eicosatetraenoates,CHEBI:131859,NEFA,0,NEFA,
166,SLM:000501191,"(11R)-hydroxy-(5Z,8Z,12E,14Z)-eicosatetraenoate",CHEBI:78836,NEFA,0,NEFA,
167,SLM:000501192,"11-oxo-(5Z,8Z,12E,14Z)-eicosatetraenoate",CHEBI:90697,NEFA,0,NEFA,
168,SLM:000501193,20-hydroxy-lipoxin A4,CHEBI:90707,NEFA,0,NEFA,
169,SLM:000501195,20-hydroxy-lipoxin B4,CHEBI:90711,NEFA,0,NEFA,
170,SLM:000501196,"5-hydroxy-(6E,8Z,11Z,14Z)-eicosatetraenoate",CHEBI:65341,NEFA,0,NEFA,
171,SLM:000501197,"5,20-dihydroxy-(6E,8Z,11Z,14Z)-eicosatetraenoate",CHEBI:90715,NEFA,0,NEFA,
172,SLM:000501198,"8-hydroxy-(5Z,9E,11Z,14Z)-eicosatetraenoate",CHEBI:90716,NEFA,0,NEFA,
173,SLM:000501199,"8,20-dihydroxy-(5Z,9E,11Z,14Z)-eicosatetraenoate",CHEBI:90717,NEFA,0,NEFA,
174,SLM:000501200,"12-hydroxy-(5Z,8Z,10E,14Z)-eicosatetraenoate",CHEBI:90718,NEFA,0,NEFA,
175,SLM:000501201,"12,20-dihydroxy-(5Z,8Z,10E,14Z)-eicosatetraenoate",CHEBI:90719,NEFA,0,NEFA,
176,SLM:000000936,"(13S)-hydroperoxy-(9Z,11E)-octadecadienoate",CHEBI:57466,NEFA,0,NEFA,
177,SLM:000501294,"13-oxo-(9Z,11E)-octadecadienoate",CHEBI:90781,NEFA,0,NEFA,
178,SLM:000389416,"18-hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate",CHEBI:63590,NEFA,0,NEFA,
179,SLM:000501234,19-hydroxyprostaglandin H2,CHEBI:90797,NEFA,0,NEFA,
180,SLM:000501235,Prostaglandin H1,CHEBI:90793,NEFA,0,NEFA,
181,SLM:000501236,19-hydroxyprostaglandin H1,CHEBI:90801,NEFA,0,NEFA,
182,SLM:000501295,"(5S,11R)-dihydroxy-(6E,8Z,12E,14Z)-eicosatetraenoate",CHEBI:90810,NEFA,0,NEFA,
183,SLM:000501296,"(5S,15S)-dihydroxy-(6E,8Z,11Z,13E)-eicosatetraenoate",CHEBI:90813,NEFA,0,NEFA,
184,SLM:000501298,"(5S,15R)-dihydroxy-(6E,8Z,11Z,13E)-eicosatetraenoate",CHEBI:90812,NEFA,0,NEFA,
185,SLM:000001084,"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate",CHEBI:77016,NEFA,0,NEFA,
186,SLM:000501297,"(17R)-hydroxy-(4Z,7Z,10Z,13Z,15E,19Z)-docosahexaenoate",CHEBI:90814,NEFA,0,NEFA,
187,SLM:000501145,"15-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoate",CHEBI:90821,NEFA,0,NEFA,
188,SLM:000000409,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate",CHEBI:58562,NEFA,0,NEFA,
189,SLM:000501146,"5-hydroperoxy-(6E,8Z,11Z,14Z)-eicosatetraenoate",CHEBI:90822,NEFA,0,NEFA,
190,SLM:000000935,"(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoate",CHEBI:57446,NEFA,0,NEFA,
191,SLM:000501148,"18-hydroxy-(5Z,8Z,11Z,14Z,16E)-eicosapentaenoate",CHEBI:90825,NEFA,0,NEFA,
192,SLM:000501149,"(5S)-hydroperoxy-18-hydroxy-(6E,8Z,11Z,14Z,16E)-eicosapentaenoate",CHEBI:90826,NEFA,0,NEFA,
193,SLM:000501205,"14-hydroxy-(4Z,7Z,10Z,12E,16Z,19Z)-docosahexaenoate",CHEBI:90866,NEFA,0,NEFA,
194,SLM:000501206,"14-oxo-(4Z,7Z,10Z,12E,16Z,19Z)-docosahexaenoate",CHEBI:90867,NEFA,0,NEFA,
195,SLM:000501207,Resolvin E1,CHEBI:91000,NEFA,0,NEFA,
196,SLM:000501208,18-oxo-resolvin E1,CHEBI:91001,NEFA,0,NEFA,
197,SLM:000501243,"12,18-dihydroxyoctadecanoate",CHEBI:91294,NEFA,0,NEFA,
198,SLM:000501244,"5-hydroxy-(6E,8Z,11Z,14Z,17Z)-eicosapentaenoate",CHEBI:90737,NEFA,0,NEFA,
199,SLM:000501245,"(5,20)-dihydroxy-(6E,8Z,11Z,14Z,17Z)-eicosapentaenoate",CHEBI:91301,NEFA,0,NEFA,
200,SLM:000501246,(12R)-hydroxy-(9Z)-octadecenoate,CHEBI:91295,NEFA,0,NEFA,
201,SLM:000501247,"(12R,18)-dihydroxy-(9Z)-octadecenoate",CHEBI:91300,NEFA,0,NEFA,
202,SLM:000501363,"14,15-epoxy-(5Z,8Z,11Z)-eicosatrienoate",CHEBI:84024,NEFA,0,NEFA,
203,SLM:000389384,"11,12-epoxy-(5Z,8Z,14Z)-eicosatrienoate",CHEBI:76625,NEFA,0,NEFA,
204,SLM:000501490,"(8R,9S)-epoxy-(5Z,11Z,14Z)-eicosatrienoate",CHEBI:131975,NEFA,0,NEFA,
205,SLM:000001063,"(5Z,8Z,11Z)-eicosatrienoate",CHEBI:78043,NEFA,0,NEFA,
206,SLM:000501495,"19-hydroxy-(5Z,8Z,11Z)-eicosatrienoate",CHEBI:132024,NEFA,0,NEFA,
207,SLM:000501496,"21-hydroxy-(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate",CHEBI:132025,NEFA,0,NEFA,
208,SLM:000501463,Resolvin D1,CHEBI:132079,NEFA,0,NEFA,
209,SLM:000501464,8-oxoresolvin D1,CHEBI:132080,NEFA,0,NEFA,
210,SLM:000501465,17-oxoresolvin D1,CHEBI:132081,NEFA,0,NEFA,
211,SLM:000501469,"20-hydroxy-(5Z,8Z,11Z)-eicosatrienoate",CHEBI:132026,NEFA,0,NEFA,
212,SLM:000501479,"(15S)-hydroxy-(5Z,8Z,11Z,13E,17Z)-eicosapentaenoate",CHEBI:132087,NEFA,0,NEFA,
213,SLM:000501482,"11-hydroxy-(12S,13S)-epoxy-(9Z)-octadecenoate",CHEBI:132064,NEFA,0,NEFA,
214,SLM:000501503,"(5S,6S)-epoxy-(18R)-hydroxy-(7E,9E,11Z,14Z,16E)-eicosapentaenoate",CHEBI:132219,NEFA,0,NEFA,
215,SLM:000390038,Prostaglandin E1,CHEBI:57397,NEFA,0,NEFA,
216,SLM:000001134,Prostaglandin D1,CHEBI:79010,NEFA,0,NEFA,
217,SLM:000390067,Prostaglandin A1,CHEBI:57398,NEFA,0,NEFA,
218,SLM:000390039,15-oxo-prostaglandin E1,CHEBI:57401,NEFA,0,NEFA,
219,SLM:000001208,"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoate",CHEBI:77226,NEFA,0,NEFA,
220,SLM:000390119,1-O-alkyl-2-acetyl-sn-glycero-3-phosphocholine,CHEBI:36707,PC O-,1,PC O-,
221,SLM:000000456,1-O-alkyl-2-acyl-sn-glycero-3-phosphoethanolamine,CHEBI:60520,PE O-,1,PE O-,
222,SLM:000000418,(9Z)-octadecenoate,CHEBI:30823,NEFA,0,NEFA,
223,SLM:000389318,1-O-hexadecyl-2-acetyl-sn-glycerol,CHEBI:75936,DAG O-,1,DAG O-,O-16:0/2:0
224,SLM:000000570,1-O-hexadecyl-sn-glycerol,CHEBI:34115,MAG O-,1,MAG O-,
225,SLM:000389359,22-oxo-docosanoate,CHEBI:76298,NEFA,0,NEFA,
226,SLM:000389360,Docosanedioate,CHEBI:76299,NEFA,0,NEFA,
227,SLM:000117130,1(3)-acylglycerol,CHEBI:35759,MAG,1,MAG,
228,SLM:000000400,Triacylglycerol,CHEBI:17855,TAG,1,TAG,
229,SLM:000389377,24-hydroxytetracosanoate,CHEBI:76610,NEFA,0,NEFA,
230,SLM:000000822,3-hydroxyhexadecanoate,CHEBI:76613,NEFA,0,NEFA,
231,SLM:000389379,"3,16-dihydroxyhexadecanoate",CHEBI:63904,NEFA,0,NEFA,
232,SLM:000000823,3-hydroxyoctadecanoate,CHEBI:76614,NEFA,0,NEFA,
233,SLM:000389380,"3,18-dihydroxyoctadecanoate",CHEBI:76615,NEFA,0,NEFA,
234,SLM:000389388,"17,18-epoxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate",CHEBI:76633,NEFA,0,NEFA,
235,SLM:000389387,"19-hydroxy-(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate",CHEBI:76636,NEFA,0,NEFA,
236,SLM:000000863,"20-hydroxy-(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate",CHEBI:76639,NEFA,0,NEFA,
237,SLM:000389385,"20-oxo-(5Z,8Z,11Z,14Z)-eicosatetraenoate",CHEBI:76645,NEFA,0,NEFA,
238,SLM:000389431,"22-hydroxy-(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate",CHEBI:77015,NEFA,0,NEFA,
239,SLM:000389842,"2,3-didecanoyl-sn-glycerol",CHEBI:49181,DAG,1,DAG,
240,SLM:000121575,"1,2,3-tridodecanoyl-sn-glycerol",CHEBI:77389,TAG,1,TAG,"12:0,12:0,12:0"
241,SLM:000117322,"2,3-didodecanoyl-sn-glycerol",CHEBI:77390,DAG,1,DAG,"12:0,12:0"
242,SLM:000126375,"1,2,3-tritetradecanoyl-sn-glycerol",CHEBI:77391,TAG,1,TAG,"14:0,14:0,14:0"
243,SLM:000117520,"2,3-ditetradecanoyl-sn-glycerol",CHEBI:77392,DAG,1,DAG,"14:0,14:0"
244,SLM:000178561,"1,2,3-trioctadecanoyl-sn-glycerol",CHEBI:45956,TAG,1,TAG,"18:0,18:0,18:0"
245,SLM:000120888,"2,3-dioctadecanoyl-sn-glycerol",CHEBI:77395,DAG,1,DAG,"18:0,18:0"
246,SLM:000389843,1-octadecanoylglycerone 3-phosphate,CHEBI:83203,LPA,1,LPA,18:0
247,SLM:000389515,(9E)-octadecenoyl CoA,CHEBI:77537,ACoA,0,ACoA,
248,SLM:000389844,(9E)-octadecenoate,CHEBI:30825,NEFA,0,NEFA,
249,SLM:000000587,docosanoyl-CoA,CHEBI:65059,ACoA,0,ACoA,
250,SLM:000000416,tetracosanoyl-CoA,CHEBI:65052,ACoA,0,ACoA,
251,SLM:000000385,hexacosanoyl-CoA,CHEBI:64868,ACoA,0,ACoA,
252,SLM:000000539,hexacosanoate,CHEBI:31013,NEFA,0,NEFA,
253,SLM:000000671,1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine,CHEBI:75034,PC,1,PC,"18:0,18:1"
254,SLM:000014197,2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine,CHEBI:76071,LPC,1,LPC,18:1
